,0
0,2.560881853410088
1,2.5656846072189605
2,2.5697609134075883
3,2.6867536113317336
4,2.7169453184524968
5,2.5532187180531363
6,2.507185451782148
7,2.5895574592379496
8,2.5895172605784205
9,2.574482571189998
10,2.6074394382976935
11,2.6879939674411766
12,2.6319120331717643
13,2.5120937324734762
14,2.6289010044848093
15,2.62096075656175
16,2.651624917984009
17,2.551234765346988
18,2.6518483848375647
19,2.4895808546586022
20,2.5985183194854264
21,2.533684333982688
22,2.4921080738229433
23,2.6669693743968073
24,2.528101891355833
25,2.513862299735258
26,2.630010113924512
27,2.4592338276399746
28,2.6930792132502654
29,2.633190939849324
30,2.592464427408645
31,2.6345201807340803
32,2.459073235565715
33,2.623700384922077
34,2.5884648984379512
35,2.574008918973045
36,2.5866902113573715
37,2.6103321945146303
38,2.555379034620937
39,2.7215744391811536
40,2.6070645128240315
41,2.757230506764586
42,2.593239682499118
43,2.4895266977864243
44,2.5507255109232925
45,2.5026089400436087
46,2.558268103930515
47,2.7512651976092615
48,2.568995109560557
49,2.6165720368412284
50,2.5224811672245018
51,2.4531490266476315
52,2.5875391387081392
53,2.6282376593366688
54,2.5431752511345636
55,2.6077104558675024
56,2.634687787156485
57,2.658883884817285
58,2.668099915460327
59,2.662403946670591
60,2.6559087215781516
61,2.636231440198452
62,2.622279297110354
63,2.640712733746801
64,2.6334558372938845
65,2.616512597373335
66,2.5387379026045225
67,2.541574171698798
68,2.514818198270234
69,2.651041348366627
70,2.54983312734295
71,2.529178540320507
72,2.605005503313707
73,2.520400468058942
74,2.615771928912263
75,2.651099257420145
76,2.5192058000589093
77,2.67445990481536
78,2.610071165702643
79,2.6442163088634265
80,2.5603018950067633
81,2.6204501580456534
82,2.7080490733173637
83,2.571869288128262
84,2.5038520312247976
85,2.5367632822389776
86,2.6767180753550983
87,2.5808656932762166
88,2.6527039189571586
89,2.618777093973135
90,2.574081966074083
91,2.6084794299461542
92,2.4622513674831636
93,2.7193744574843457
94,2.6162227288003446
95,2.7480363033731066
96,2.658599499258713
97,2.6358999118093966
98,2.57904412017077
99,2.6585891789213245
100,2.551947107045387
101,2.4730838776247666
102,2.517084315380891
103,2.6636768328193527
104,2.42748597961465
105,2.5562356826885195
106,2.5114900118894012
107,2.5448016525847135
108,2.5472206968268267
109,2.5710830032672245
110,2.690565992750055
111,2.6225766412396663
112,2.5538496695324815
113,2.5843563095156514
114,2.6124000111092025
115,2.4732881576052668
116,2.789004563672377
117,2.5545739603532924
118,2.5762235689285786
119,2.5558291100597628
120,2.5160353410519796
121,2.6487257336589547
122,2.496302606513997
123,2.510432704248894
124,2.569376394803849
125,2.639022474730229
126,2.5892737530803926
127,2.433655369864025
128,2.5252364034211423
129,2.6271806795983204
130,2.6800787969849105
131,2.611544499973405
132,2.480312296541307
133,2.5612063178059987
134,2.5415846949064944
135,2.6781566709969526
136,2.704362306312914
137,2.710654565791544
138,2.5706192932276
139,2.630029251152568
140,2.6079066602613747
141,2.5390529102408794
142,2.651937546031334
143,2.488332075753984
144,2.6585341207778854
145,2.5959487583459495
146,2.5869414043303935
147,2.4579077674061596
148,2.4782899379117325
149,2.6124170347473616
150,2.5314603936702857
151,2.534054097908628
152,2.705722734370391
153,2.587546998859984
154,2.558121863857946
155,2.5741979683579395
156,2.6353293580690202
157,2.4621377932075363
158,2.570611189447516
159,2.513975191545364
160,2.528702464692084
